PC1,PC2,PC3,Time (ps)
12.307025337744664,-1.1571736532631092,2.300087647585698,0.0
14.840161002935822,0.9611970729801487,-19.671429724647915,1.0
5.054252644560879,-6.695210068352349,-14.871469079263992,2.0
10.80610304466323,12.939093796880652,7.480391537288561,3.0
0.4532242527210648,-14.70837191395809,-17.88333062664504,4.0
14.972413817233882,13.144713276507524,2.696846492858622,5.0
-7.149763188248324,8.28949696088152,-13.694256082028112,6.0
-9.328872024989693,-18.120707248367086,3.2975596683493196,7.0
5.774657948050601,3.12837434349962,13.419424231644253,8.0
18.86623796054316,-1.1984378894953858,5.545724751702444,9.0
-3.390478275528734,15.062396367950257,-0.9536160863965799,10.0
-31.65143342942191,4.903916057439663,-6.374748043270507,11.0
6.247783377403635,11.89773048535297,1.0459443116336236,12.0
7.188771837037519,4.147042972409581,-8.009068242871404,13.0
-5.155105538645139,13.049284654036594,0.6311629195812521,14.0
-19.3723753115191,-13.890906349638641,-11.210558762965892,15.0
24.119395467330314,-19.230486498757713,-6.172640619952736,16.0
19.255596392392558,-8.510412806820721,-3.295281757720205,17.0
-7.381226579199014,7.908347008474296,-5.65916961885279,18.0
5.769259440950259,9.414537746777736,-14.733028495333436,19.0
0.04348323439241292,17.346671624633164,-1.8094463427493004,20.0
-9.245611346483223,-25.43340191937073,-3.6104597565698073,21.0
17.912063996521745,-23.29905329636945,2.9183194212592865,22.0
12.169983814994637,-19.113124992006682,3.111492453925065,23.0
5.996747603674221,-15.447983043584573,1.609174069010745,24.0
-16.026197468760696,-1.499069293227097,8.77162349521547,25.0
-4.970873871244379,-11.51375769376721,-16.633744832945716,26.0
7.7717318737569645,-19.261902412590906,-7.748194709026745,27.0
31.195623833868794,8.448728679119343,14.140165724366577,28.0
14.450409951182625,9.963789258366297,0.8856915600706944,29.0
-1.1842432974413444,9.475567363841506,5.844891218038102,30.0
-11.007150029336383,13.44103840715364,-14.213992717413015,31.0
-9.108094524855026,13.241325205384218,2.0206861433170222,32.0
23.388342478474662,10.956363033160681,0.5326851893502098,33.0
-9.237861793440821,6.4592560948694935,4.081678581355858,34.0
6.474253826819234,10.756043341571132,-15.650650027997944,35.0
-2.6276970510382665,-21.68308488362173,5.546451807036801,36.0
-21.471776839252797,-3.3194660306657866,-14.86756807181596,37.0
-7.272863244612275,-23.954417673800094,1.3397598047840915,38.0
-0.5530638509021603,-15.395172655297799,-17.7915107987432,39.0
-16.6237344052457,-16.60945768114334,1.3642224216372778,40.0
22.665945217386973,7.207775981023009,-5.1164826781692385,41.0
-10.841278186006996,-10.683869533233228,-9.820596001989477,42.0
18.933603429761956,-3.1057905926927285,-4.185887453020793,43.0
6.43938125426684,18.0918894690534,-2.9887396899751257,44.0
9.205564178524455,7.1320991368681526,10.537900968327545,45.0
8.75768109688375,8.09913581869879,11.940357162419572,46.0
-2.8714415379896265,16.207282163484557,-9.88994101818861,47.0
-26.005841430195623,-18.58294400290434,-2.803878919893754,48.0
8.84905389812637,12.77365392419799,2.4672545081777413,49.0
-16.818327089010012,21.976374688359318,-7.001480566317036,50.0
16.51278040153175,22.220002916205836,5.942423603156847,51.0
-14.762745937188187,-2.548571402308898,-15.327987857967912,52.0
-19.357592619804308,17.37986212843048,-2.8991840024876634,53.0
-5.5490561090459565,-9.020102606792918,-0.7812473833733959,54.0
6.611215754648049,7.1304848966387775,0.5574459800803366,55.0
-28.26673460483083,0.21959775696606082,-0.23090568184374338,56.0
-21.103786764687108,6.094442016748745,-2.6617518980608166,57.0
3.2952029608274724,15.059317720322825,-2.8575393642593214,58.0
13.155710264562707,5.148648720160541,-7.544724694213794,59.0
-6.618753606069021,5.324728018739415,-4.898734632062174,60.0
-2.998942260960302,9.863104465982513,2.254512342348227,61.0
-8.79163520447679,-4.190138178254539,-6.5726796405675385,62.0
3.4102514895537954,6.8628867781202345,0.3599544086489606,63.0
-18.975109447250077,-6.261450735354922,17.400015197702537,64.0
-28.921473770354247,13.560108882762151,1.6322617329557394,65.0
6.9080869432566825,-3.8445850977039946,-11.559461575583518,66.0
-4.196894006024731,15.606822846627802,-10.618165184951156,67.0
22.256417387530337,-2.865668713969984,-14.804068910198543,68.0
35.00969857316008,-22.99746097302842,17.320462539110967,69.0
6.642730572966924,7.179310613303759,3.6708399351037233,70.0
2.4187557818493124,15.838486851687323,7.816325905422892,71.0
8.371417848398341,10.694251762980002,-8.278509699042576,72.0
-21.463817597604667,16.15404410805683,12.28572300650319,73.0
-2.0037342374970146,13.510788443283891,-6.414580229593325,74.0
2.673504025562627,9.193820582203198,1.3753255834316254,75.0
-8.82156380615169,-25.210033530501313,3.6096519620512386,76.0
7.2991766704670065,8.675910326913876,6.252352161947558,77.0
12.07315949342536,-5.720032322640138,-7.45131140122459,78.0
13.557152265853988,-26.20775354151308,19.3861635889767,79.0
24.026078583527514,15.378730749405193,8.778433811057877,80.0
4.655009570416991,16.25024066148597,1.4482538620295426,81.0
-2.705068928874824,-1.022491346531921,-17.72412082859214,82.0
21.634255570641102,10.75601352120404,-3.4852569960128683,83.0
5.694426754501046,21.445453866298855,6.958213431883301,84.0
16.3880885566755,-15.244607918074571,-8.473856605496968,85.0
-21.396468705159712,10.014650794510597,12.852720562627546,86.0
-28.55895488003221,-16.30429808238313,7.625176816935262,87.0
-15.466807412411928,0.41570945255478287,-6.625722564481766,88.0
8.902632832032708,12.357282183794851,-0.23116588854269626,89.0
25.002781820685826,12.60478840203568,12.807392467454957,90.0
21.819981458749186,-30.393284458121872,5.633755346906366,91.0
-14.793974895104707,2.568837862740014,4.815583655924924,92.0
2.559556011847266,-26.179847454637855,9.00830176180282,93.0
7.666324519276157,-24.5048150927421,10.363492890441341,94.0
10.603969697479219,10.529028354845023,-0.5612985983728863,95.0
16.666514953424958,-21.0497791143389,6.76979553005889,96.0
-12.847923231310604,8.308483912864906,-0.3313476606896837,97.0
-23.830287011977468,-24.859109521730396,7.8623541769476954,98.0
-4.2232441710156525,-2.766921208365341,0.3570656759476508,99.0
-29.647360122689676,-7.777813463276223,5.610260974103609,100.0
-3.0754522120187318,17.103156470921462,-13.027916696765338,101.0
1.8380398927085033,-26.907481400471905,2.1601209027253714,102.0
-6.759468046293701,-4.186902784341113,12.53603053651058,103.0
-0.08036430864423702,18.56310010530682,12.069571240463453,104.0
25.535090413578786,-24.19478099818017,-4.434402212870148,105.0
-21.832713391012245,-8.913929124516514,-1.5481847649145462,106.0
-6.394553211711913,-15.215967314380693,-7.900708668004623,107.0
7.505600553265825,-4.2392738126178235,-8.404144668222493,108.0
-17.359662100975672,0.8327734432909912,16.381330250311056,109.0
22.058991516094373,3.646146459362332,10.41687897230723,110.0
-18.293433052996782,4.642849037621806,2.500120007961828,111.0
-8.261091701746945,11.018456307134647,-10.259374810004893,112.0
-6.288667882250381,12.766864470520595,-6.372881556477511,113.0
13.455060491097456,3.882103577456906,3.645347752204842,114.0
-11.282001698394154,-27.671968604676323,12.284673138010938,115.0
3.773021905980034,1.0232359600857506,-13.997859568062509,116.0
15.039416258650899,-30.63713794394796,16.901782693160666,117.0
14.084003472362035,-28.362557220197974,11.817189615510085,118.0
9.106072091167734,-2.13545517892968,8.644063184784248,119.0
-11.574551535452699,10.240195159211561,-9.373492149640938,120.0
13.910058177392372,-37.20070772288693,1.4537970889500127,121.0
-11.19016800412761,-23.352487262318625,-14.850743238400192,122.0
0.37300951153951467,17.50652537755822,-7.301636310278367,123.0
12.497299977380798,9.766857516707782,-2.881485999857401,124.0
12.647724826515848,10.552310454384331,3.3083340762209494,125.0
10.854806115513673,4.857512708159088,13.05722630081625,126.0
8.968984164332959,-6.487765358000361,4.489268571857055,127.0
-13.976147931552832,-1.5271628498510363,6.77040402535757,128.0
15.186000276177431,-11.432401796140308,-5.470866467403563,129.0
14.920813215872577,8.580826740283172,13.847302404530954,130.0
-5.319041113498304,1.3684579125133456,-10.147063419099204,131.0
6.180601050312186,0.3697775943863352,-18.24066311095744,132.0
-9.500515799498098,9.32782401645665,-12.94529880513688,133.0
14.472486166978252,-14.330250514846622,-12.544493953718971,134.0
-22.608279212213127,3.407679303294226,11.597952718128687,135.0
-7.790486699199437,18.802477502604724,5.216467301930024,136.0
16.249334338648314,18.088779445440395,6.901967114401453,137.0
0.03327074344196129,-19.181888799824662,0.6123840276776982,138.0
16.713690844723562,21.3120012648418,8.992798465307251,139.0
-4.524883620441637,9.315951580014012,6.348723424865118,140.0
-19.62145866365868,6.349218717368566,-8.733594045317497,141.0
-27.69469071560902,3.2122133922124783,13.105284241394472,142.0
11.337646177380627,0.3475651293297543,5.392372364144247,143.0
-14.429563079398783,-13.778805831198326,-6.303001326793374,144.0
4.468812354133243,18.11585526356866,5.16531690616591,145.0
14.379913714969383,16.805823889977116,-1.7320184419874132,146.0
13.326626518427503,21.2347969778718,11.925519500738107,147.0
-6.176796238004812,-32.07072988572939,8.771323834546989,148.0
5.155731260153275,-21.229635085326116,-9.806069951749189,149.0
15.751433062136837,-3.638978170570744,-6.561540441660353,150.0
6.251298789225283,5.739710932286215,8.576441322732784,151.0
9.763207418879748,13.351766833945526,3.3619760156006135,152.0
-5.053556361007664,10.238473164963587,-13.437914066100483,153.0
-9.561990797007143,12.550888561413565,2.1417428646559893,154.0
-5.277106692426737,-18.115851962907573,-1.3167695432476267,155.0
9.741812081494418,-3.524054623077328,-2.8691084334103776,156.0
21.111222519427763,12.76166285938957,10.836366070203212,157.0
10.771440248319442,19.76191073038975,12.218884118846262,158.0
5.2454293313701275,3.7512810202738693,-6.496592953901427,159.0
-12.99783458736728,19.251590717342516,-4.825487968281356,160.0
-12.086147015297085,12.591176448681608,9.059733025478957,161.0
8.34740100367053,0.4543596030497252,-6.810721000433332,162.0
-6.792609341080304,12.964653799937215,-9.362950782393845,163.0
14.640139939385572,1.39753768548719,-9.90514034802476,164.0
14.508473986786676,13.606460346865259,-1.4436939096255705,165.0
14.123249161429218,12.326707093943785,9.226685786710117,166.0
12.316788621664847,-8.352488156493884,-2.652644429634088,167.0
-27.682864751041357,-13.77823839516975,4.730488704951533,168.0
4.38493820445961,17.497686294025137,3.864443333774598,169.0
-33.28849492993276,-2.374387319986419,12.078219854277275,170.0
8.718529644994518,-31.44266170366587,11.54724230903964,171.0
-25.566970676045457,-17.073953516903615,9.78205004824284,172.0
-13.83922033977046,10.290654105091924,-7.988049899293665,173.0
12.70245283097335,11.811421433839726,17.623736910329473,174.0
4.3460466840907035,-1.4086572855309127,-11.364507762798368,175.0
28.300473197377453,-25.564811862338754,0.28173185543335366,176.0
-21.154322879084226,16.82442208631528,4.037391029043607,177.0
1.259440851986985,3.5536964569938365,-0.32082365912406635,178.0
-4.94876151805476,2.4172617161025216,6.857465335750501,179.0
-20.811344228873445,12.946173507840044,18.302914410967297,180.0
11.351810527777978,-9.482445239016215,-15.241511775243888,181.0
4.225812660525833,-1.4825856726269233,-16.71913887880846,182.0
-9.216564974999919,6.029455469014234,-5.294813874604898,183.0
-5.925217953793464,3.042510380904611,-17.261559514957465,184.0
-0.7301656157147765,-8.94916211416568,-16.12912624695368,185.0
7.678044894033579,-5.095694870478361,-4.272842781608633,186.0
-17.17128744101851,-16.18994778273624,-5.936283759430497,187.0
-15.53686219523,4.9521675625717885,13.140239382203868,188.0
-19.558636096044708,-16.17694333318475,2.027985321428708,189.0
-26.901822021655192,2.7579856362781374,19.87492718439721,190.0
-9.60943883832028,0.7504443385222925,4.546762869557244,191.0
-29.90510248459522,-4.374445985950166,16.065436994577244,192.0
-13.087623106718475,-17.966788793040013,-1.298256095426944,193.0
